Model,Parameters,Best_Epoch,Val_MAE,Val_RMSE,Val_MAPE,Val_R2,Training_Time_sec
Custom Model A - MultiBranch,8249,21,181.20548456610408,258.2545421615067,1.7805028275600665,0.9869652429479924,48.44708800315857
