Model,Parameters,Best_Epoch,Val_MAE,Val_RMSE,Val_MAPE,Val_R2,Training_Time_sec
Custom Model B - Adaptive Gated Ramp,6605,36,171.6588726216627,245.55596173356577,1.6638357132528159,0.9882155866058955,85.9002571105957
